time in ms, Electicity usage in Watts, Not Installed[2], Not Installed[3], ATX12V, 12V, 3.3V, 5Vsb, 5V
210,0,0,0,1.153225806451613,0.5870967741935484,0.3216216216216216,0.04516129032258065,0.5161290322580645
220,0,0,0,1.1774193548387095,0.5838709677419355,0.3054054054054054,0.04516129032258065,0.5564516129032258
230,0,0,0,1.564516129032258,0.5774193548387097,0.3054054054054054,0.041935483870967745,0.5161290322580645
240,0,0,0,1.1612903225806452,0.5709677419354838,0.32972972972972975,0.048387096774193554,0.5806451612903226
250,0,0,0,1.1370967741935485,0.567741935483871,0.2972972972972973,0.041935483870967745,0.4756756756756757
260,0,0,0,1.1612903225806452,0.5774193548387097,0.32972972972972975,0.04516129032258065,0.5161290322580645
270,0,0,0,1.129032258064516,0.5806451612903226,0.34594594594594597,0.04516129032258065,0.43513513513513513
280,0,0,0,1.1774193548387095,0.5838709677419355,0.3621621621621622,0.04516129032258065,0.5403225806451613
290,0,0,0,1.1774193548387095,0.5,0.33783783783783783,0.04516129032258065,0.5241935483870968
300,0,0,0,1.1612903225806452,0.5,0.32972972972972975,0.04516129032258065,0.564516129032258
310,0,0,0,1.185483870967742,0.5,0.31351351351351353,0.04516129032258065,0.5080645161290323
320,0,0,0,1.1370967741935485,0.4870967741935484,0.12307692307692308,0.048387096774193554,0.6209677419354839
330,0,0,0,1.1612903225806452,0.5193548387096775,0.12307692307692308,0.048387096774193554,0.5241935483870968
340,0,0,0,1.1451612903225807,0.4935483870967742,0.11538461538461539,0.04516129032258065,0.5
350,0,0,0,1.1612903225806452,0.5064516129032258,0.11538461538461539,0.048387096774193554,0.5564516129032258
360,0,0,0,1.1612903225806452,0.5838709677419355,0.1076923076923077,0.04516129032258065,0.5080645161290323
370,0,0,0,1.1693548387096775,0.5774193548387097,0.12307692307692308,0.05161290322580645,0.6048387096774194
380,0,0,0,1.1774193548387095,0.5741935483870968,0.12307692307692308,0.04516129032258065,0.5241935483870968
390,0,0,0,1.1612903225806452,0.5709677419354838,0.11538461538461539,0.05161290322580645,0.4918918918918919
400,0,0,0,1.2016129032258065,0.5774193548387097,0.14615384615384616,0.05161290322580645,0.34594594594594597
410,0,0,0,1.1774193548387095,0.5838709677419355,0.12307692307692308,0.054838709677419356,0.5
420,0,0,0,1.1612903225806452,0.5838709677419355,0.12307692307692308,0.048387096774193554,0.5
430,0,0,0,1.153225806451613,0.5129032258064516,0.11538461538461539,0.05161290322580645,0.4756756756756757
440,0,0,0,1.153225806451613,0.5161290322580645,0.11538461538461539,0.05161290322580645,0.6935483870967742
450,0,0,0,1.1774193548387095,0.4903225806451613,0.12307692307692308,0.048387096774193554,0.5
460,0,0,0,1.185483870967742,0.4935483870967742,0.11538461538461539,0.04516129032258065,0.4837837837837838
470,0,0,0,1.185483870967742,0.4806451612903226,0.11538461538461539,0.04516129032258065,0.3621621621621622
480,0,0,0,1.153225806451613,0.4870967741935484,0.12307692307692308,0.048387096774193554,0.653225806451613
490,0,0,0,1.1774193548387095,0.5,0.1076923076923077,0.048387096774193554,0.5241935483870968
500,0,0,0,1.153225806451613,0.5193548387096775,0.12307692307692308,0.048387096774193554,0.4837837837837838
510,0,0,0,1.1370967741935485,0.5129032258064516,0.1076923076923077,0.04516129032258065,0.45135135135135135
520,0,0,0,1.2258064516129032,0.5129032258064516,0.1076923076923077,0.054838709677419356,0.4918918918918919
530,0,0,0,1.1370967741935485,0.5806451612903226,0.1076923076923077,0.04516129032258065,0.6209677419354839
540,0,0,0,1.1612903225806452,0.5774193548387097,0.11538461538461539,0.04516129032258065,0.5241935483870968
550,0,0,0,1.153225806451613,0.5741935483870968,0.13076923076923078,0.048387096774193554,0.4837837837837838
560,0,0,0,1.153225806451613,0.5806451612903226,0.11538461538461539,0.048387096774193554,0.46756756756756757
570,0,0,0,1.1774193548387095,0.5903225806451613,0.13846153846153847,0.048387096774193554,0.42702702702702705
580,0,0,0,1.2580645161290323,0.5870967741935484,0.13076923076923078,0.048387096774193554,0.32972972972972975
590,0,0,0,1.2016129032258065,0.5838709677419355,0.13076923076923078,0.048387096774193554,0.6129032258064516
600,0,0,0,1.129032258064516,0.5774193548387097,0.1076923076923077,0.041935483870967745,0.6048387096774194
610,0,0,0,1.1370967741935485,0.5806451612903226,0.11538461538461539,0.05161290322580645,0.46756756756756757
620,0,0,0,1.1612903225806452,0.5741935483870968,0.11538461538461539,0.05161290322580645,0.4594594594594595
630,0,0,0,1.1451612903225807,0.5806451612903226,0.12307692307692308,0.04516129032258065,0.4594594594594595
640,0,0,0,1.153225806451613,0.5161290322580645,0.11538461538461539,0.041935483870967745,0.45135135135135135
650,0,0,0,1.185483870967742,0.4774193548387097,0.1076923076923077,0.04516129032258065,0.45135135135135135
660,0,0,0,1.193548387096774,0.4903225806451613,0.13076923076923078,0.05161290322580645,0.35405405405405405
670,0,0,0,1.2419354838709677,0.4870967741935484,0.13076923076923078,0.048387096774193554,0.32972972972972975
680,0,0,0,1.2258064516129032,0.4967741935483871,0.1076923076923077,0.05161290322580645,0.46756756756756757
690,0,0,0,1.217741935483871,0.4935483870967742,0.12307692307692308,0.048387096774193554,0.5483870967741935
700,0,0,0,1.1774193548387095,0.5258064516129032,0.14615384615384616,0.05161290322580645,0.596774193548387
710,0,0,0,1.153225806451613,0.5064516129032258,0.13076923076923078,0.048387096774193554,0.4756756756756757
720,0,0,0,1.1612903225806452,0.5129032258064516,0.12307692307692308,0.048387096774193554,0.4837837837837838
730,0,0,0,1.153225806451613,0.5096774193548387,0.11538461538461539,0.04516129032258065,0.4756756756756757
740,0,0,0,1.153225806451613,0.5129032258064516,0.11538461538461539,0.04516129032258065,0.4756756756756757
750,0,0,0,1.153225806451613,0.5870967741935484,0.11538461538461539,0.04516129032258065,0.4918918918918919
760,0,0,0,1.1451612903225807,0.5741935483870968,0.11538461538461539,0.048387096774193554,0.4189189189189189
770,0,0,0,1.1451612903225807,0.5806451612903226,0.11538461538461539,0.048387096774193554,0.44324324324324327
780,0,0,0,1.193548387096774,0.5838709677419355,0.12307692307692308,0.048387096774193554,0.45135135135135135
790,0,0,0,1.2096774193548387,0.5838709677419355,0.11538461538461539,0.048387096774193554,0.44324324324324327
800,0,0,0,1.435483870967742,0.5903225806451613,0.12307692307692308,0.048387096774193554,0.44324324324324327
810,0,0,0,1.2983870967741935,0.5806451612903226,0.1076923076923077,0.05161290322580645,0.43513513513513513
820,0,0,0,1.185483870967742,0.5870967741935484,0.33783783783783783,0.04516129032258065,0.43513513513513513
830,0,0,0,1.1774193548387095,0.5935483870967742,0.32972972972972975,0.05161290322580645,0.44324324324324327
840,0,0,0,1.1774193548387095,0.5870967741935484,0.32972972972972975,0.05161290322580645,0.43513513513513513
850,0,0,0,1.1612903225806452,0.5935483870967742,0.35405405405405405,0.05161290322580645,0.4594594594594595
860,0,0,0,1.1693548387096775,0.5741935483870968,0.3621621621621622,0.05161290322580645,0.43513513513513513
870,0,0,0,1.1774193548387095,0.5838709677419355,0.3945945945945946,0.05161290322580645,0.43513513513513513
880,0,0,0,1.4274193548387095,0.5774193548387097,0.32972972972972975,0.048387096774193554,0.42702702702702705
890,0,0,0,1.1774193548387095,0.5806451612903226,0.33783783783783783,0.05161290322580645,0.44324324324324327
900,0,0,0,1.467741935483871,0.5903225806451613,0.3216216216216216,0.048387096774193554,0.5161290322580645
910,0,0,0,1.4516129032258065,0.5806451612903226,0.31351351351351353,0.04516129032258065,0.43513513513513513
920,0,0,0,1.4193548387096775,0.5806451612903226,0.31351351351351353,0.048387096774193554,0.46756756756756757
930,0,0,0,1.435483870967742,0.5838709677419355,0.3054054054054054,0.048387096774193554,0.5161290322580645
940,0,0,0,1.3951612903225805,0.5870967741935484,0.31351351351351353,0.04516129032258065,0.564516129032258
950,0,0,0,1.5,0.5903225806451613,0.3216216216216216,0.048387096774193554,0.35405405405405405
960,0,0,0,1.467741935483871,0.5870967741935484,0.3216216216216216,0.048387096774193554,0.596774193548387
970,0,0,0,1.5,0.5838709677419355,0.3216216216216216,0.05161290322580645,0.5483870967741935
980,0,0,0,1.2096774193548387,0.5838709677419355,0.3216216216216216,0.048387096774193554,0.3054054054054054
990,0,0,0,1.185483870967742,0.5741935483870968,0.3216216216216216,0.05161290322580645,0.4189189189189189
1000,0,0,0,1.1693548387096775,0.5870967741935484,0.1,0.048387096774193554,0.42702702702702705
1010,0,0,0,1.1774193548387095,0.5903225806451613,0.13076923076923078,0.048387096774193554,0.4027027027027027
1020,0,0,0,1.185483870967742,0.5935483870967742,0.13076923076923078,0.04516129032258065,0.4189189189189189
1030,0,0,0,1.153225806451613,0.5838709677419355,0.13846153846153847,0.05161290322580645,0.4189189189189189
1040,0,0,0,1.1693548387096775,0.5741935483870968,0.13076923076923078,0.04516129032258065,0.4189189189189189
1050,0,0,0,1.2903225806451615,0.5838709677419355,0.1076923076923077,0.048387096774193554,0.42702702702702705
1060,0,0,0,1.4758064516129032,0.5838709677419355,0.11538461538461539,0.04516129032258065,0.41081081081081083
1070,0,0,0,1.467741935483871,0.5903225806451613,0.1076923076923077,0.04516129032258065,0.42702702702702705
1080,0,0,0,1.467741935483871,0.5709677419354838,0.11538461538461539,0.04516129032258065,0.4918918918918919
1090,0,0,0,1.4596774193548385,0.5838709677419355,0.11538461538461539,0.048387096774193554,0.5887096774193548
1100,0,0,0,1.1129032258064515,0.5838709677419355,0.13846153846153847,0.048387096774193554,0.3945945945945946
1110,0,0,0,1.2016129032258065,0.5935483870967742,0.12307692307692308,0.05161290322580645,0.46756756756756757
1120,0,0,0,1.120967741935484,0.5870967741935484,0.12307692307692308,0.048387096774193554,0.3864864864864865
1130,0,0,0,1.1451612903225807,0.5774193548387097,0.12307692307692308,0.041935483870967745,0.41081081081081083
1140,0,0,0,1.1370967741935485,0.5774193548387097,0.12307692307692308,0.048387096774193554,0.41081081081081083
1150,0,0,0,1.153225806451613,0.5870967741935484,0.1076923076923077,0.04516129032258065,0.4189189189189189
1160,0,0,0,1.153225806451613,0.5806451612903226,0.14615384615384616,0.048387096774193554,0.4027027027027027
1170,0,0,0,1.1612903225806452,0.5838709677419355,0.12307692307692308,0.048387096774193554,0.41081081081081083
1180,0,0,0,1.1451612903225807,0.5741935483870968,0.1076923076923077,0.048387096774193554,0.4594594594594595
1190,0,0,0,1.129032258064516,0.5838709677419355,0.12307692307692308,0.048387096774193554,0.5725806451612904
1200,0,0,0,1.443548387096774,0.5806451612903226,0.13076923076923078,0.05161290322580645,0.37027027027027026
1210,0,0,0,1.2338709677419355,0.5838709677419355,0.12307692307692308,0.04516129032258065,0.41081081081081083
1220,0,0,0,1.1693548387096775,0.5774193548387097,0.12307692307692308,0.048387096774193554,0.3945945945945946
1230,0,0,0,1.185483870967742,0.5709677419354838,0.11538461538461539,0.048387096774193554,0.41081081081081083
1240,0,0,0,1.1693548387096775,0.5870967741935484,0.13076923076923078,0.04516129032258065,0.3945945945945946
1250,0,0,0,1.4838709677419355,0.5806451612903226,0.12307692307692308,0.04516129032258065,0.41081081081081083
1260,0,0,0,1.4596774193548385,0.5870967741935484,0.12307692307692308,0.05161290322580645,0.4027027027027027
1270,0,0,0,1.4596774193548385,0.5870967741935484,0.11538461538461539,0.048387096774193554,0.44324324324324327
1280,0,0,0,1.443548387096774,0.5838709677419355,0.13076923076923078,0.04516129032258065,0.5564516129032258
1290,0,0,0,1.5241935483870968,0.5838709677419355,0.13076923076923078,0.054838709677419356,0.3054054054054054
1300,0,0,0,1.435483870967742,0.5806451612903226,0.11538461538461539,0.04516129032258065,0.4027027027027027
1310,0,0,0,1.4758064516129032,0.5774193548387097,0.12307692307692308,0.048387096774193554,0.42702702702702705
1320,0,0,0,1.1774193548387095,0.5419354838709678,0.1076923076923077,0.05161290322580645,0.4189189189189189
1330,0,0,0,1.3225806451612905,0.5290322580645161,0.12307692307692308,0.04516129032258065,0.3864864864864865
1340,0,0,0,1.120967741935484,0.535483870967742,0.3216216216216216,0.04516129032258065,0.4189189189189189
1350,0,0,0,1.25,0.5387096774193548,0.3216216216216216,0.05161290322580645,0.6129032258064516
1360,0,0,0,1.2741935483870968,0.535483870967742,0.33783783783783783,0.04516129032258065,0.5403225806451613
1370,0,0,0,1.338709677419355,0.5290322580645161,0.32972972972972975,0.05161290322580645,0.3054054054054054
1380,0,0,0,1.2580645161290323,0.5387096774193548,0.31351351351351353,0.05161290322580645,0.3945945945945946
1390,0,0,0,1.193548387096774,0.535483870967742,0.32972972972972975,0.05161290322580645,0.42702702702702705
1400,0,0,0,1.1370967741935485,0.5419354838709678,0.3216216216216216,0.048387096774193554,0.4027027027027027
1410,0,0,0,1.129032258064516,0.532258064516129,0.35405405405405405,0.05161290322580645,0.3945945945945946
1420,0,0,0,1.1048387096774193,0.5258064516129032,0.33783783783783783,0.041935483870967745,0.4189189189189189
1430,0,0,0,1.0725806451612903,0.5451612903225806,0.32972972972972975,0.048387096774193554,0.564516129032258
1440,0,0,0,1.129032258064516,0.5419354838709678,0.13076923076923078,0.048387096774193554,0.33783783783783783
1450,0,0,0,1.096774193548387,0.532258064516129,0.1,0.048387096774193554,0.41081081081081083
1460,0,0,0,1.096774193548387,0.5225806451612903,0.11538461538461539,0.04516129032258065,0.3864864864864865
1470,0,0,0,1.1048387096774193,0.5419354838709678,0.11538461538461539,0.048387096774193554,0.3864864864864865
1480,0,0,0,1.1048387096774193,0.535483870967742,0.1076923076923077,0.04516129032258065,0.4027027027027027
1490,0,0,0,1.0806451612903225,0.532258064516129,0.11538461538461539,0.048387096774193554,0.4756756756756757
1500,0,0,0,1.0887096774193548,0.5290322580645161,0.13846153846153847,0.04516129032258065,0.37027027027027026
1510,0,0,0,1.1612903225806452,0.532258064516129,0.12307692307692308,0.05161290322580645,0.3054054054054054
1520,0,0,0,1.1048387096774193,0.535483870967742,0.12307692307692308,0.048387096774193554,0.3864864864864865
1530,0,0,0,1.1129032258064515,0.5387096774193548,0.12307692307692308,0.054838709677419356,0.3945945945945946
1540,0,0,0,1.1129032258064515,0.5483870967741935,0.13076923076923078,0.048387096774193554,0.3864864864864865
1550,0,0,0,1.096774193548387,0.5290322580645161,0.11538461538461539,0.041935483870967745,0.5483870967741935
1560,0,0,0,1.0887096774193548,0.532258064516129,0.11538461538461539,0.05161290322580645,0.46756756756756757
1570,0,0,0,1.1612903225806452,0.535483870967742,0.11538461538461539,0.041935483870967745,0.42702702702702705
1580,0,0,0,1.1048387096774193,0.532258064516129,0.12307692307692308,0.048387096774193554,0.3864864864864865
1590,0,0,0,1.1129032258064515,0.5387096774193548,0.11538461538461539,0.048387096774193554,0.3945945945945946
1600,0,0,0,1.1048387096774193,0.532258064516129,0.11538461538461539,0.048387096774193554,0.3864864864864865
1610,0,0,0,1.096774193548387,0.535483870967742,0.11538461538461539,0.05161290322580645,0.37027027027027026
1620,0,0,0,1.0887096774193548,0.5290322580645161,0.1076923076923077,0.04516129032258065,0.4756756756756757
1630,0,0,0,1.1370967741935485,0.5290322580645161,0.11538461538461539,0.05161290322580645,0.46756756756756757
1640,0,0,0,1.096774193548387,0.5419354838709678,0.12307692307692308,0.048387096774193554,0.3783783783783784
1650,0,0,0,1.096774193548387,0.532258064516129,0.12307692307692308,0.048387096774193554,0.3783783783783784
1660,0,0,0,1.1048387096774193,0.535483870967742,0.13076923076923078,0.05161290322580645,0.3783783783783784
1670,0,0,0,1.096774193548387,0.5451612903225806,0.12307692307692308,0.04516129032258065,0.3864864864864865
1680,0,0,0,1.0887096774193548,0.5387096774193548,0.12307692307692308,0.04516129032258065,0.44324324324324327
1690,0,0,0,1.1370967741935485,0.5387096774193548,0.13846153846153847,0.048387096774193554,0.45135135135135135
1700,0,0,0,1.1129032258064515,0.5290322580645161,0.13076923076923078,0.048387096774193554,0.3864864864864865
1710,0,0,0,1.1048387096774193,0.535483870967742,0.11538461538461539,0.04516129032258065,0.3945945945945946
1720,0,0,0,1.120967741935484,0.532258064516129,0.1076923076923077,0.04516129032258065,0.3783783783783784
1730,0,0,0,1.1048387096774193,0.535483870967742,0.1076923076923077,0.048387096774193554,0.3864864864864865
1740,0,0,0,1.0887096774193548,0.5387096774193548,0.11538461538461539,0.04516129032258065,0.45135135135135135
1750,0,0,0,1.0725806451612903,0.5193548387096775,0.13076923076923078,0.04516129032258065,0.3864864864864865
1760,0,0,0,1.1129032258064515,0.5225806451612903,0.12307692307692308,0.05161290322580645,0.32972972972972975
1770,0,0,0,1.1048387096774193,0.5419354838709678,0.12307692307692308,0.04516129032258065,0.3783783783783784
1780,0,0,0,1.096774193548387,0.5225806451612903,0.1076923076923077,0.04516129032258065,0.37027027027027026
1790,0,0,0,1.120967741935484,0.535483870967742,0.11538461538461539,0.05161290322580645,0.35405405405405405
1800,0,0,0,1.1129032258064515,0.532258064516129,0.1076923076923077,0.048387096774193554,0.5241935483870968
1810,0,0,0,1.0887096774193548,0.532258064516129,0.1076923076923077,0.04516129032258065,0.532258064516129
1820,0,0,0,1.096774193548387,0.535483870967742,0.1076923076923077,0.04516129032258065,0.3621621621621622
1830,0,0,0,1.0806451612903225,0.5290322580645161,0.13076923076923078,0.05161290322580645,0.3621621621621622
1840,0,0,0,1.1129032258064515,0.5419354838709678,0.11538461538461539,0.04516129032258065,0.35405405405405405
1850,0,0,0,1.0887096774193548,0.5193548387096775,0.11538461538461539,0.04516129032258065,0.46756756756756757
1860,0,0,0,1.0887096774193548,0.532258064516129,0.11538461538461539,0.048387096774193554,0.4189189189189189
1870,0,0,0,1.129032258064516,0.535483870967742,0.11538461538461539,0.048387096774193554,0.5483870967741935
1880,0,0,0,1.096774193548387,0.5258064516129032,0.11538461538461539,0.04516129032258065,0.37027027027027026
1890,0,0,0,1.1129032258064515,0.532258064516129,0.11538461538461539,0.04516129032258065,0.3783783783783784
1900,0,0,0,1.1129032258064515,0.5290322580645161,0.12307692307692308,0.04516129032258065,0.3783783783783784
1910,0,0,0,1.0887096774193548,0.5290322580645161,0.13076923076923078,0.048387096774193554,0.35405405405405405
1920,0,0,0,1.096774193548387,0.5387096774193548,0.12307692307692308,0.048387096774193554,0.43513513513513513
1930,0,0,0,1.1612903225806452,0.535483870967742,0.13076923076923078,0.048387096774193554,0.3783783783783784
1940,0,0,0,1.096774193548387,0.532258064516129,0.13076923076923078,0.04516129032258065,0.3783783783783784
1950,0,0,0,1.1129032258064515,0.5483870967741935,0.12307692307692308,0.05161290322580645,0.3621621621621622
1960,0,0,0,1.1129032258064515,0.5290322580645161,0.12307692307692308,0.04516129032258065,0.35405405405405405
1970,0,0,0,1.1048387096774193,0.5290322580645161,0.12307692307692308,0.041935483870967745,0.3864864864864865
1980,0,0,0,1.0806451612903225,0.5129032258064516,0.11538461538461539,0.048387096774193554,0.4918918918918919
1990,0,0,0,1.1451612903225807,0.535483870967742,0.11538461538461539,0.041935483870967745,0.2972972972972973
2000,0,0,0,1.1048387096774193,0.5419354838709678,0.13076923076923078,0.048387096774193554,0.37027027027027026
2010,0,0,0,1.120967741935484,0.535483870967742,0.12307692307692308,0.05161290322580645,0.3621621621621622
2020,0,0,0,1.096774193548387,0.532258064516129,0.11538461538461539,0.048387096774193554,0.3783783783783784
2030,0,0,0,1.1048387096774193,0.532258064516129,0.13076923076923078,0.04516129032258065,0.3945945945945946
2040,0,0,0,1.0806451612903225,0.5387096774193548,0.13076923076923078,0.048387096774193554,0.532258064516129
2050,0,0,0,1.1129032258064515,0.532258064516129,0.1076923076923077,0.05161290322580645,0.3864864864864865
2060,0,0,0,1.1129032258064515,0.535483870967742,0.11538461538461539,0.04516129032258065,0.3621621621621622
2070,0,0,0,1.096774193548387,0.535483870967742,0.11538461538461539,0.048387096774193554,0.3621621621621622
2080,0,0,0,1.1129032258064515,0.535483870967742,0.1076923076923077,0.048387096774193554,0.35405405405405405
2090,0,0,0,1.0887096774193548,0.532258064516129,0.11538461538461539,0.048387096774193554,0.3945945945945946
2100,0,0,0,1.096774193548387,0.5387096774193548,0.11538461538461539,0.048387096774193554,0.35405405405405405
2110,0,0,0,1.185483870967742,0.5387096774193548,0.12307692307692308,0.048387096774193554,0.2891891891891892
2120,0,0,0,1.096774193548387,0.535483870967742,0.12307692307692308,0.041935483870967745,0.37027027027027026
2130,0,0,0,1.096774193548387,0.5387096774193548,0.12307692307692308,0.04516129032258065,0.34594594594594597
2140,0,0,0,1.0887096774193548,0.535483870967742,0.11538461538461539,0.048387096774193554,0.35405405405405405
2150,0,0,0,1.0887096774193548,0.5290322580645161,0.11538461538461539,0.048387096774193554,0.5403225806451613
2160,0,0,0,1.0725806451612903,0.5387096774193548,0.11538461538461539,0.04516129032258065,0.4756756756756757
2170,0,0,0,1.1048387096774193,0.5290322580645161,0.13076923076923078,0.04516129032258065,0.3216216216216216
2180,0,0,0,1.129032258064516,0.5258064516129032,0.12307692307692308,0.04516129032258065,0.3621621621621622
2190,0,0,0,1.096774193548387,0.532258064516129,0.12307692307692308,0.05161290322580645,0.35405405405405405
2200,0,0,0,1.096774193548387,0.5387096774193548,0.11538461538461539,0.048387096774193554,0.4027027027027027
2210,0,0,0,1.1048387096774193,0.5387096774193548,0.1076923076923077,0.04516129032258065,0.3864864864864865
2220,0,0,0,1.0887096774193548,0.535483870967742,0.11538461538461539,0.04516129032258065,0.5080645161290323
2230,0,0,0,1.0887096774193548,0.532258064516129,0.1076923076923077,0.04516129032258065,0.37027027027027026
2240,0,0,0,1.1048387096774193,0.532258064516129,0.1076923076923077,0.04516129032258065,0.35405405405405405
2250,0,0,0,1.0806451612903225,0.5290322580645161,0.13076923076923078,0.048387096774193554,0.3621621621621622
2260,0,0,0,1.120967741935484,0.5419354838709678,0.11538461538461539,0.048387096774193554,0.34594594594594597
2270,0,0,0,1.0887096774193548,0.5387096774193548,0.13076923076923078,0.048387096774193554,0.3783783783783784
2280,0,0,0,1.096774193548387,0.5290322580645161,0.13076923076923078,0.048387096774193554,0.532258064516129
2290,0,0,0,1.096774193548387,0.5419354838709678,0.13076923076923078,0.048387096774193554,0.35405405405405405
2300,0,0,0,1.096774193548387,0.5387096774193548,0.12307692307692308,0.048387096774193554,0.34594594594594597
2310,0,0,0,1.096774193548387,0.532258064516129,0.1076923076923077,0.05161290322580645,0.35405405405405405
2320,0,0,0,1.1048387096774193,0.532258064516129,0.11538461538461539,0.05161290322580645,0.35405405405405405
2330,0,0,0,1.0887096774193548,0.5387096774193548,0.13076923076923078,0.04516129032258065,0.3864864864864865
2340,0,0,0,1.1048387096774193,0.532258064516129,0.12307692307692308,0.04516129032258065,0.5
2350,0,0,0,1.0887096774193548,0.5387096774193548,0.13076923076923078,0.04516129032258065,0.35405405405405405
2360,0,0,0,1.1048387096774193,0.535483870967742,0.13076923076923078,0.05161290322580645,0.35405405405405405
2370,0,0,0,1.0887096774193548,0.5258064516129032,0.12307692307692308,0.05161290322580645,0.34594594594594597
2380,0,0,0,1.120967741935484,0.535483870967742,0.12307692307692308,0.048387096774193554,0.35405405405405405
2390,0,0,0,1.1048387096774193,0.532258064516129,0.12307692307692308,0.048387096774193554,0.3864864864864865
2400,0,0,0,1.120967741935484,0.532258064516129,0.12307692307692308,0.04516129032258065,0.31351351351351353
2410,0,0,0,1.1693548387096775,0.535483870967742,0.11538461538461539,0.05161290322580645,0.3054054054054054
2420,0,0,0,1.1048387096774193,0.532258064516129,0.11538461538461539,0.05161290322580645,0.3621621621621622
2430,0,0,0,1.1048387096774193,0.5290322580645161,0.1076923076923077,0.048387096774193554,0.35405405405405405
2440,0,0,0,1.0887096774193548,0.535483870967742,0.12307692307692308,0.048387096774193554,0.34594594594594597
2450,0,0,0,1.096774193548387,0.532258064516129,0.11538461538461539,0.048387096774193554,0.4837837837837838
2460,0,0,0,1.1048387096774193,0.5290322580645161,0.11538461538461539,0.04516129032258065,0.4189189189189189
2470,0,0,0,1.1693548387096775,0.5419354838709678,0.12307692307692308,0.05161290322580645,0.33783783783783783
2480,0,0,0,1.120967741935484,0.5387096774193548,0.1076923076923077,0.05161290322580645,0.35405405405405405
2490,0,0,0,1.1048387096774193,0.5387096774193548,0.13076923076923078,0.04516129032258065,0.34594594594594597
2500,0,0,0,1.0806451612903225,0.5387096774193548,0.11538461538461539,0.048387096774193554,0.35405405405405405
2510,0,0,0,1.096774193548387,0.532258064516129,0.13846153846153847,0.04516129032258065,0.35405405405405405
2520,0,0,0,1.096774193548387,0.532258064516129,0.12307692307692308,0.04516129032258065,0.4189189189189189
2530,0,0,0,1.1370967741935485,0.5387096774193548,0.12307692307692308,0.048387096774193554,0.4189189189189189
2540,0,0,0,1.096774193548387,0.532258064516129,0.11538461538461539,0.05161290322580645,0.35405405405405405
2550,0,0,0,1.1129032258064515,0.5387096774193548,0.13076923076923078,0.05161290322580645,0.33783783783783783
2560,0,0,0,1.129032258064516,0.535483870967742,0.11538461538461539,0.04516129032258065,0.35405405405405405
2570,0,0,0,1.1048387096774193,0.532258064516129,0.11538461538461539,0.04516129032258065,0.33783783783783783
2580,0,0,0,1.1129032258064515,0.5290322580645161,0.12307692307692308,0.048387096774193554,0.3783783783783784
2590,0,0,0,1.1048387096774193,0.5387096774193548,0.11538461538461539,0.048387096774193554,0.5161290322580645
2600,0,0,0,1.1048387096774193,0.535483870967742,0.13846153846153847,0.048387096774193554,0.3621621621621622
2610,0,0,0,1.120967741935484,0.5290322580645161,0.13076923076923078,0.041935483870967745,0.35405405405405405
2620,0,0,0,1.0887096774193548,0.535483870967742,0.11538461538461539,0.048387096774193554,0.34594594594594597
